agree,يُوَافِقُ,hold;jibe;concord
alternate,بَدِيل,flip;tack;understudy
biodegradable,قَابِل لِلتَّحَلُّل,biodegradable
boxed,مُعَلَّب,boxed in;boxed-in;box
choke,يَخْتَنِقُ,snuff it;drop dead;perish
convenient,مُرِيح,commodious
discard,يَتَخَلَّصُ مِنْ,cast away;put away;throw away
dolphin,دُلْفِين,dolphinfish;mahimahi
ecologically,بِيئِيًّا,ecologically
fatal,قَاتِل,disastrous;calamitous;fateful
incidence,حُدُوث,relative incidence
municipal,بَلَدِيّ,municipal
overuse,إِفْرَاطُ الِاسْتِخْدَام,overutilization;overdrive;overutilisation
pond,بِرْكَة,pool
recycle,يُعِيدُ تَدْوِير,reuse;reprocess
reusable,قَابِل لِإِعَادَةِ الِاسْتِخْدَام,recyclable;reclaimable
stuffed,مَحْشُوّ,ingurgitate;satiate;block
tragic,مَأْسَاوِيّ,tragical
utilize,يَسْتَخْدِمُ,utilise;employ;use
whale,حُوت,giant;hulk;heavyweight
amateur,هَاوٍ,unskilled;recreational;inexpert
ambiguous,غَامِض,equivocal
anonymous,مَجْهُول,anon.
attain,يُحَقِّقُ,fall upon;hit;arrive at
autonomy,اسْتِقْلَال ذَاتِيّ,self-sufficiency;self-direction;self-reliance
concession,تَنَازُل,grant;yielding;conceding
decay,تَسَوُّس,crumble;disintegrate;dilapidate
dwell,يَسْكُنُ,populate;brood;consist
enlighten,يُنَوِّرُ,elucidate;crystalize;sort out
enrich,يُثْرِي,enrich
flourish,يَزْدَهِرُ,expand;fanfare;tucket
geometry,هَنْدَسَة,geometry
gleam,يَلْمَعُ,glint;shine;glimmer
greed,جَشَع,covetousness;rapacity;avarice
harmony,انْسِجَام,musical harmony;concord;harmoniousness
indigenous,أَصْلِيّ,endemic;autochthonal;autochthonous
jurisdiction,اخْتِصَاص,legal power
parade,مَوْكِب,exhibit;promenade;troop
statue,تِمْثَال,statue
virgin,عَذْرَاء,Virgo the Virgin;Virgo;vestal
abnormal,غَيْرُ طَبِي��ِيّ,unnatural
absent,غَائِب,wanting;missing;absentminded
adjacent,مُجَاوِر,neighboring;conterminous;side by side
aluminum,أَلُومِنْيُوم,atomic number 13;aluminium;Al
applicable,قَابِل لِلتَّطْبِيق,applicable
artificial,اصْطِنَاعِيّ,contrived;stilted;hokey
bicycle,دَرَّاجَة هَوَائِيَّة,wheel;bike;cycle
broker,وَسِيط,stony-broke;skint;factor
bureaucracy,بِيرُوقْرَاطِيَّة,bureaucratism
configure,يُهَيِّئُ,configure
consolidate,يُدْمِجُ,consolidate
convenience,رَاحَة,wash room;appliance;contrivance
deduct,يَخْصِمُ,derive;withhold;take off
deem,يَعْتَبِرُ,hold;view as;take for
entrepreneur,رَجُلُ أَعْمَال,enterpriser
evenly,بِالتَّسَاوِي,equally
fiscal,مَالِيّ,financial
franchise,امْتِيَاز,dealership;enfranchisement
ideological,أَيْدِيُولُوجِيّ,ideologic
robot,إِنْسَانٌ آلِيّ,golem;automaton
abbey,دَيْر,abbey
abundant,وَفِير,abundant
adjoin,يُجَاوِرُ,border;butt on;abut
ample,وَاسِع,plentiful;sizable;rich
arid,قَاحِل,desiccate;desiccated;waterless
cathedral,كَاتِدْرَائِيَّة,duomo
crisis,أَزْمَة,crisis
deprive,يَحْرِمُ,divest;strip;impoverish
drought,جَفَاف,drouth
eligible,مُؤَهَّل,eligible
fast,يَصُومُ,fasting;libertine;riotous
grumble,يَتَذَمَّرُ,mutter;gnarl;murmuring
inland,دَاخِلِيّ,inland
moisture,رُطُوبَة,wet
nonetheless,مَعَ ذَلِكَ,nevertheless;notwithstanding;all the same
oath,قَسَم,curse;swearing;expletive
prairie,مَرْج,prairie
rugged,وَعِر,tough;broken;furrowed
scarce,نَادِر,hardly;scarcely;barely
speculate,يُخَمِّنُ,ponder;hypothecate;excogitate
aquatic,مَائِيّ,aquatic
biosphere,مَحِيط حَيَوِيّ,biosphere
bizarre,غَرِيب,off-the-wall;gonzo;flakey
Celsius,سِلْسِيُوس,Anders Celsius
coarse,خَشِن,uncouth;harsh;common
companion,رَفِيق,accompany;fellow;associate
digest,يَهْضِمُ,compilation;tolerate;stick out
duration,مُدَّة,continuance;length
ecology,عِلْمُ الْبِيئَة,environmental science;bionomics
feat,إِنْجَاز,exploit;effort
infinite,لَا نِهَائِيّ,non-finite;unnumberable;myriad
nucleus,نَوَاة,core group;karyon;core
parasite,طُفَيْلِيّ,sponger;sponge;leech
prominent,بَارِز,salient;big;striking
repetitive,مُتَكَرِّر,insistent;repetitious
reproductive,تَنَاسُلِيّ,procreative;generative
temperate,مُعْتَدِل,moderate
tolerance,تَسَامُح,allowance;permissiveness;leeway
undergo,يَخْضَعُ,undergo
vulnerable,ضَعِيف,vulnerable
archaic,قَدِيم,antiquated;antediluvian;primitive
brass,نُحَاس أَصْفَر,governance;administration;establishment
capitalism,رَأْسْمَالِيَّة,capitalist economy
component,مُكَوِّن,part;constituent;component part
dependence,اعْتِمَاد,habituation;dependency;addiction
diminish,يُقَلِّلُ,fall;lessen;belittle
drawback,عَيْب,drawback
impose,يَفْرِضُ,inflict;bring down;levy
industry,صِنَاعَة,manufacture;diligence;industriousness
managerial,إِدَارِيّ,managerial
medieval,عُصُور وُسْطَى,gothic;mediaeval;knightly
obsolete,مُهْمَل,disused
oriented,مُوَجَّه,orient;orientated;orientate
peninsula,شِبْهُ جَزِيرَة,peninsula
prestige,هَيْبَة,prestigiousness
proportion,نِسْبَة,dimension;balance;proportionality
radical,جَذْرِيّ,root;revolutionary;extremist
refute,يَدْحَضُ,rebut;controvert
spectacular,مُذْهِل,dramatic;salient;prominent
weave,يَنْسِجُ,waver;interweave;wind
accountant,مُحَاسِب,controller;comptroller
capitalist,رَأْسْمَالِيّ,capitalistic
contempt,ازْدِرَاء,scorn;disrespect;disdain
crop,مَحْصُول,work;lop;cut back
dedicate,يُكَرِّسُ,commit;give;consecrate
ditch,خَنْدَق,dump;trench;chuck
enterprise,مَشْرُوع,endeavor;enterprisingness;go-ahead
finance,يُمَوِّلُ,finance
indifferent,لَامُبَالٍ,unbiassed;immaterial;apathetic
irrigate,يَرْوِي,water
maximize,يُعَظِّمُ,maximise
monetary,نَقْدِيّ,pecuniary
precaution,احْتِيَاط,safeguard;forethought;caution
preliminary,تَمْهِيدِيّ,prelim;prelude;overture
saturate,يُشَبِّعُ,impregnate
simplicity,بَسَاطَة,simpleness;simmpleness;chasteness
sow,يَزْرَعُ,inseminate;seed;sow in
spade,مِجْرَفَة,nigga;coon;nigger
tomato,طَمَاطِم,tomato plant;Lycopersicon esculentum;love apple
upcoming,قَادِم,coming;approaching;forthcoming
anthropology,عِلْمُ الْإِنْسَان,anthropology
applaud,يُصَفِّقُ,clap;spat;acclaim
appoint,يُعَيِّنُ,name;constitute;nominate
compatible,مُتَوَافِق,compatible
competence,كَفَاءَة,competency
confer,يَتَشَاوَرُ,bestow;confab;consult
consecutive,مُتَتَالٍ,successive;straight;sequentially
crude,خَام,unprocessed;raw;gross
cube,مُكَعَّب,block;third power;dice
feedback,تَعْلِيقَات,feedback
ignorance,جَهْل,ignorance
masculine,ذُكُورِيّ,masculine
monument,نُصْب تِذْكَارِيّ,memorial;repository
muscular,عَضَلِيّ,mesomorphic;hefty;powerful
posture,وَضْعِيَّة,model;stance;attitude
situate,يُقِيمُ,fix;deposit;locate
supervise,يُشْرِفُ,oversee;manage;superintend
symmetry,تَنَاظُر,balance;isotropy;correspondence
tattoo,وَشْم,tattoo
undergraduate,طَالِب جَامِعِيّ,undergrad
cater,يُلَبِّي,provide;ply;supply
considerate,مُرَاعٍ,considerate
consumption,اسْتِهْلَاك,pulmonary tuberculosis;use;intake
criteria,مَعَايِير,touchstone;standard;measure
crust,قِشْرَة,impudence;incrustation;freshness
entitle,يُخَوِّلُ,gentle;title;ennoble
escort,يُرَافِقُ,bodyguard;accompaniment;date
external,خَارِجِيّ,extraneous;international;outside
facility,مِرْفَق,readiness;adroitness;installation
faculty,هَيْئَة تَدْرِيس,module;staff;mental faculty
heap,كَوْمَة,pot;plenty;stack
hemisphere,نِصْفُ الْكُرَة,cerebral hemisphere
hound,كَلْبُ صَيْد,blackguard;heel;hunt
impersonal,غَيْرُ شَخْصِيّ,neutral
lick,يَلْعَقُ,lap;solve;thrash
ornament,زُخْرُف,decoration;decorate;embellish
pedestrian,مُشَاة,earthbound;prosaic;footer
sanctuary,مَلَاذ,refuge;asylum;chancel
spectator,مُتَفَرِّج,looker;watcher;viewer
yell,يَصْرُخُ,vociferation;call;cry
accessory,إِكْسِسْوَار,add-on;appurtenance;supplement
acquisition,اكْتِسَاب,attainment;accomplishment;skill
cardboard,وَرَق مُقَوًّى,unlifelike;composition board
dilemma,مُعْضِلَة,quandary
elaborate,مُفَصَّل,exposit;detailed;expand
exact,دَقِيق,demand;claim;precise
facilitate,يُسَهِّلُ,help;alleviate;ease
fleet,أُسْطُول,dart;flutter;swift
grid,شَبَكَة,control grid;gridiron;power grid
import,يَسْتَوْرِدُ,importation;signification;meaning
infer,يَسْتَنْتِجُ,derive;generalize;generalise
inflate,يَنْفُخُ,expand;amplify;blow up
innate,فِطْرِيّ,inborn;unlearned;unconditioned
marble,رُخَام,marble
mast,صَارِي,mast
nausea,غَثَيَان,sickness
naval,بَحْرِيّ,naval
pouch,جِرَاب,bulge;protrude;sack
saturated,مُشَبَّع,saturate;impregnate;concentrated
update,تَحْدِيث,update
attorney,مُحَامٍ,lawyer
chronic,مُزْمِن,inveterate;continuing
discipline,انْضِبَاط,subject;study;check
donor,مُتَبَرِّع,giver;conferrer;presenter
fellow,زَمِيل,associate;boyfriend;young man
gossip,نَمِيمَة,chin wagging;tittle-tattle;scuttlebutt
graduate,يَتَخَرَّجُ,alum;grad;fine-tune
graffiti,جِدَارِيَّات,graffito
guardian,وَصِيّ,shielder;defender;protector
implicate,يُوَرِّطُ,entail
kin,أَقَارِب,clan;cognate;consanguineous
referee,حَكَم,umpire;peer review;ref
sever,يَقْطَعُ,lop;break up;discerp
shaft,عَمُود,screw;ray of light;scape
stab,يَطْعَنُ,poke;jab;knife thrust
stimulus,حَافِز,stimulant;stimulation;input
suspicion,شَكّ,misgiving;suspiciousness;intuition
terminate,يُنْهِي,force out;end;send away
theme,مَوْضُوع,subject;root;motif
tuition,رُسُوم دِرَاسِيَّة,tutorship;tuition fee;tutelage
aggressive,عُدْوَانِيّ,strong-growing;belligerent;fast-growing
amnesty,عَفْو,free pardon;pardon
arena,سَاحَة,orbit;sphere;domain
auditorium,قَاعَة,auditorium
captive,أَسِير,jailed;wrapped;absorbed
combat,قِتَال,fighting;armed combat;fight
commonplace,شَائِع,banality;stock;banal
compound,مُرَكَّب,deepen;combine;colonial
corps,فَيْلَق,corporation;corp;army corps
distract,يُشَتِّتُ,disquiet;disorder;trouble
dumb,أَبْ��َم,dense;slow;speechless
foe,عَدُوّ,enemy;foeman;opposition
hack,يَخْتَرِقُ,hack on;nag;political hack
meditate,يَتَأَمَّلُ,study;mull over;excogitate
nick,يَجْرَحُ,ding;gouge;snick
provoke,يَسْتَفِزُّ,chevvy;arouse;kick up
realm,مَجَال,region;land;kingdom
reign,عَهْد,dominate;predominate;rule
rust,صَدَأ,rusting;corrode;rusty
sacred,مُقَدَّس,sanctified;hallowed;consecrated
aesthetic,جَمَالِيّ,artistic;esthetic;esthetical
arrogant,مُتَكَبِّر,self-important;chesty
bias,تَحَيُّز,preconception;predetermine;prejudice
canyon,وَادٍ,canon
creek,جَدْوَل,Creek;brook
drill,مِثْقَاب,exercise;practice;bore
executive,تَنْفِيذِيّ,executive director;administrator
fatigue,إِرْهَاق,pall;fatigue duty;tire
incline,مُنْحَدَر,run;be given;slope
nasty,سَيِّئ,cruddy;awful;foul
perceive,يُدْرِكُ,comprehend
primate,رَئِيسِيّ,high priest;hierarch;prelate
primitive,بِدَائِيّ,archaic;crude;rude
stereotype,صُورَة نَمَطِيَّة,pigeonhole;stamp
sticky,لَزِج,unenviable;awkward;steamy
termite,نَمْل أَبْيَض,white ant
thereby,بِذَلِكَ,thereby
trail,مَمَرّ,track;get behind;tag
twig,غُصَيْن,cotton on;latch on;tumble
welfare,رَفَاهِيَة,eudaemonia;well-being;upbeat
behalf,بِالنِّيَابَةِ عَنْ,behalf
flap,يُرَفْرِفُ,beat;flapping;dither
glacier,نَهْر جَلِيدِيّ,glacier
globe,كُرَة أَرْضِيَّة,Earth;world;ball
horizontal,أُفُقِيّ,horizontal
hum,يُدَنْدِنُ,Harkat ul-Mujahedeen;HUM;HUA
inventory,جَرْد,stocktaking;stock;stock-taking
inward,دَاخِلِيّ,in;inwards;inbound
loaf,رَغِيف,arse about;loiter;lollygag
oracle,وَحْي,seer;prophet;prophesier
orbit,يَدُورُ,sphere;domain;arena
overview,نَظْرَة عَامَّة,overview
preview,مُعَايَنَة,trailer;prevue
previous,سَابِق,premature;former;late
provide,يُوَفِّرُ,render;leave;bring home the bacon
recur,يَتَكَرَّرُ,repeat;go back;fall back
relevant,ذُو صِلَة,relevant
rite,طَقْس,religious rite;ritual
stall,يَتَعَطَّلُ,sales booth;kiosk;carrell
supernatural,خَارِق لِلطَّ��ِيعَة,occult
aquarium,حَوْضُ أَسْمَاك,fish tank;marine museum
arbitrary,اعْتِبَاطِيّ,arbitrary
autobiography,سِيرَة ذَاتِيَّة,autobiography
convention,اتِّفَاقِيَّة,convening;pattern;conventionality
gracious,لَطِيف,courteous;benignant;nice
improve,يُحَسِّنُ,amend;ameliorate;better
insulate,يَعْزِلُ,isolate
intrigue,يُثِيرُ اهْتِمَام,scheme;machination;connive
longevity,طُولُ الْعُمْر,seniority;length of service
misplace,يُضَيِّعُ,lose;mislay
naughty,شَقِيّ,gamy;racy;gamey
norm,مِعْيَار,average
orangutan,إِنْسَانُ الْغَاب,orang;orangutang;Pongo pygmaeus
overload,يُحَمِّلُ زِيَادَة,surcharge;clog;overcharge
philanthropy,إِحْسَان,philanthropic gift
probe,يَسْبُرُ,investigation;poke into;examine
recipient,مُسْتَلِم,receiver;recipient role
reptile,زَاحِف,reptilian
thrive,يَزْدَهِرُ,expand;flourish;boom
ultimate,نِهَائِيّ,ultimate
antique,أَثَرِيّ,antiquate;gaffer;old geezer
applicant,مُتَقَدِّم,applier
artifact,أَثَر,artefact
authentic,أَصْلِيّ,unquestionable;reliable;veritable
chronology,تَسَلْسُل زَمَنِيّ,chronology
diplomat,دِبْلُومَاسِيّ,diplomatist
epic,مَلْحَمَة,heroic;epical;heroic poem
excerpt,مُقْتَطَف,excerption;extract;take out
fossil,أُحْفُورَة,fogy;fogey;dodo
humiliate,يُذِلُّ,mortify;abase;chagrin
lyric,غِنَائِيّ,words;lyric poem;language
majesty,جَلَالَة,stateliness;loftiness
monarch,مَلِك,sovereign;crowned head;milkweed butterfly
precede,يَسْبِقُ,lead;preface;predate
punctual,دَقِيق,punctual
recruit,يُجَنِّدُ,enlistee;raise;enter
refund,اسْتِرْدَاد,repayment;return;give back
register,يُسَجِّلُ,show;read;cross-file
renown,شُهْرَة,fame;celebrity
tusk,نَاب,detusk;horn;ivory
coexist,يَتَعَايَشُ,coexist
conceive,يَتَصَوَّرُ,think;consider;conceptualize
dubious,مَشْكُوك فِيهِ,doubtful;in question;dubitable
ego,أَنَا,egotism;self-importance;self
elastic,مَرِن,rubber band;flexible;elastic band
endeavor,مَسْعًى,try;enterprise;attempt
engrave,يَنْقُشُ,etch;grave;inscribe
excavate,يُنَقِّبُ,unearth;dig up;turn up
jagged,مُسَنَّن,jag;erose;jaggy
locale,مَكَان,locus;venue
magnitude,حَجْم,order of magnitude
mold,قَالَب,work;mildew;modeling
outright,صَرِيح,instantaneously;instantly;in a flash
periphery,مُحِيط,fringe;outer boundary
plaster,جِصّ,adhesive plaster;daub;poultice
shovel,مِجْرَفَة,shovelful;excavator;spadeful
skeletal,هَيْكَلِيّ,haggard;emaciated;pinched
stumble,يَتَعَثَّرُ,falter;trip;hit
thigh,فَخْذ,second joint
vicious,شَرِس,venomous;condemnable;evil
attic,عُلِّيَّة,loft;Attic;Ionic dialect
chunk,قِطْعَة,clod;ball;collocate
civic,مَدَنِيّ,civil
descent,هُبُوط,declination;downslope;parentage
din,ضَجِيج,commotion;cacophony;rumpus
dissatisfy,لَا يُرْضِي,dissatisfy
fuss,جَلَبَة,squabble;overprotect;hustle
glamorous,فَاتِن,glamourous
gourmet,ذَوَّاق,epicure;bon vivant;foodie
hence,بِالتَّالِي,thence;so;therefore
intrinsic,جَوْهَرِيّ,intrinsical
kettle,غَلَّايَة,tympanum;kettleful;boiler
ministry,وِزَارَة,ministry
ordeal,مِحْنَة,trial by ordeal
outspoken,صَرِيح,candid;frank;point-blank
overwork,إِرْهَاق,overworking;exploit
particular,مُعَيَّن,picky;specific;item
snore,يَشْخُرُ,snoring;saw logs;saw wood
soundly,بِعُمْق,good;thoroughly
superintendent,مُشْرِf,super;overseer
congested,مُزْدَحِم,foul;choke off;engorged
courier,سَاعِي,messenger
deform,يُشَوِّهُ,turn;bend;strain
etiquette,آدَاب,etiquette
exclusive,حَصْرِيّ,sole;single;scoop
freight,شَحْن,payload;freight rate;consignment
garment,ثَوْب,fit out;raiment;habilitate
insomnia,أَرَق,insomnia
intuitive,حَدْسِيّ,visceral;nonrational
liable,مَسْؤُول,unresistant;nonimmune;apt
obsess,يُهَوِّسُ,ghost;haunt
overboard,مِنْ فَوْقِ السَّفِينَة,overboard
premium,قِسْط,agiotage;insurance premium;agio
privilege,امْتِيَاز,favor;prerogative;favour
propel,يَدْفَعُ,prompt;actuate;impel
socialize,يُخَالِطُ,socialise
suppress,يَقْمَ��ُ,subdue;repress;conquer
tram,تْرَام,ropeway;aerial tramway;tramcar
unsettle,يُقْلِقُ,unnerve;enervate;faze
warp,يَلْتَوِي,heave;warping;distort
accumulate,يَتَرَاكَمُ,amass;hoard;pile up
aerial,جَوِّيّ,antenna;airy;aeriform
apparatus,جِهَاز,setup
avalanche,انْهِيَار ثَلْجِيّ,roll down
consistency,اتِّسَاق,eubstance;consistence;body
discharge,يُصَرِّفُ,release;outpouring;dismissal
episode,حَلْقَة,sequence;instalment;installment
intact,سَلِيم,integral;entire;inviolate
mortal,فَانٍ,person;individual;somebody
omen,فَأْل,presage;foreshadow;bode
overcast,غَائِم,sunless;overcasting;cloud cover
poignant,مُؤَثِّر,affecting;touching
ranger,حَارِس,Ranger;forest fire fighter;fire warden
rubble,أَنْقَاض,junk;debris;detritus
seclude,يَعْزِلُ,sequestrate;withdraw;sequester
sideways,جَانِبِيًّا,sidelong;sideway;crabwise
sob,يَنْتَحِبُ,bastard;shit;SOB
sober,صَاحٍ,grave;sedate;solemn
speck,بُقْعَة,molecule;tinge;jot
upbringing,تَرْبِيَة,nurture;fosterage;rearing
bliss,نَعِيم,cloud nine;seventh heaven;walking on air
butler,كَبِيرُ الْخَدَم,pantryman;Butler;Samuel Butler
cramp,تَشَنُّج,cramp iron;hamper;strangle
decorate,يُزَيِّنُ,embellish;deck;grace
dilapidated,مُتَهَدِّم,crumble;derelict;decay
evoke,يَسْتَحْضِرُ,arouse;kick up;kindle
farewell,وَدَاع,leave;leave-taking;word of farewell
faucet,صُنْبُور,spigot
filth,قَذَارَة,crud;nastiness;soil
flaw,عَيْب,blemish;defect;fault
grin,يَبْتَسِمُ,grinning;smiling;smile
housekeeping,تَدْبِير مَنْزِلِيّ,housework;housekeep
mound,تَلّ,pitcher's mound;hummock;cumulus
numb,مُخَدَّر,dull;benumbed;blunt
reckless,مُتَهَوِّر,rash;heedless;foolhardy
slate,أَرْدُوَاز,slating;ticket
stool,مَقْعَد,pot;crap;make
testament,وَصِيَّة,Testament;will
timber,خَشَب,timbre;timberland;woodland
valve,صِمَام,valve
camouflage,تَمْوِيه,disguise;camo
confront,يُوَاجِهُ,present;face;face up
contemplate,يَتَأَمَّلُ,meditate;ponder;study
contend,يُنَافِسُ,debate;vie;contest
cot,سَرِير,camp bed;crib;fingerstall
enlist,يُجَنِّدُ,muster in;draft;engage
frontier,حُدُود,frontier
guerilla,مُقَاتِل,insurgent;guerrilla;irregular
handbook,كُتَيِّب,enchiridion;vade mecum
hesitant,مُتَرَدِّد,hesitating
lush,مُورِق,soaker;luxuriant;riotous
outfit,زِيّ,fit out;fit;getup
paw,مِخْلَب,mitt;manus;hand
splendid,رَائِع,magnificent;resplendent;glorious
stray,يَضِلُّ,roam;ramble;drift
substantial,جَوْهَرِيّ,hearty;real;square
torch,شُعْلَة,woolly mullein;common mullein;Aaron's rod
tract,مَسَاحَة,piece of land;piece of ground;pathway
vigil,سَهَر,watch
weary,مُتْعَب,fatigue;pall;tire
amid,وَسَط,amid
backstage,خَلْفَ الْكَوَالِيس,offstage;wing
billionaire,مِلْيَارْدِير,billionaire
brute,وَحْش,wildcat;beast;brutal
clumsy,أَخْرَق,cumbersome;inept;awkward
collide,يَصْطَدِمُ,clash;jar
culprit,مُذْنِب,perpetrator
evacuate,يُجْلِي,void;empty
flammable,قَابِل لِلِاشْتِعَال,inflammable
mob,غَوْغَاء,syndicate;rout;ring
premature,سَابِق لِأَوَانِهِ,previous;untimely
resent,يَسْتَاءُ,begrudge
satire,هِجَاء,caustic remark;irony;sarcasm
scrutiny,فَحْص,examination
segregate,يَفْصِلُ,segregate
subject,أَخْضَعَ لِ,study;subject field;matter
testify,يَشْهَدُ,bear witness;evidence;show
tumult,ضَجَّة,commotion;tumultuousness;din
underestimate,يَسْتَخِفُّ,underestimation;underrating;undervalue
uproar,ضَجَّة,tumultuousness;garboil;hubbub
accelerate,يُسَرِّعُ,speed;quicken;speed up
anew,مِنْ جَدِيد,afresh
defect,عَيْب,desert;mar;blemish
dreary,كَئِيب,grim;gloomy;blue
duplicate,يُنْسَخُ,double;repeat;replicate
electromagnetic,كَهْرُومِغْنَاطِيسِيّ,electromagnetic
electron,إِلِكْتِرُون,negatron
glide,يَنْزَلِقُ,semivowel;gliding;sailing
ingenious,بَارِع,cunning;clever
innovation,ابْتِكَار,invention;origination;excogitation
innovative,مُبْتَكِر,forward-looking;modern;innovational
launch,يُطْلِقُ,plunge;launching;set in motion
meteorological,أَرْصَاد جَوِّيَّة,meteorologic;meteoric
meteorology,عِلْمُ الْأَرْصَاد الْجَوِّيَّة,weather forecasting
penetrate,يَخْتَرِقُ,get through;permeate;diffuse
persistent,مُثَابِر,unrelenting;unyielding;lasting
propulsion,دَفْع,actuation
simulate,يُحَاكِي,feign;assume;copy
spur,يَحْفِزُ,gad;prod;prodding
stimulate,يُحَفِّزُ,energise;perk up;stir
beforehand,مُقَدَّمًا,advance;ahead;in advance
blurred,مُشَوَّش,film over;blear;glaze over
centigrade,مِئَوِيّ,centigrade
chatter,يُثَرْثِرُ,tittle-tattle;prate;yakety-yak
concerto,كُونْشِرْتُو,concerto
condense,يُكَثِّفُ,digest;distil;distill
deteriorate,يَتَدَهْوَرُ,drop;devolve;degenerate
degree,دَرَجَة,arcdegree;grade;academic degree
exterior,خَارِجِيّ,outside
hearty,قَلْبِيّ,full-blooded;square;red-blooded
hospitable,مِضْيَاف,hospitable
humor,فُكَاهَة,mood;wittiness;body fluid
manor,قَصْر,manor house
monastery,دَيْر,monastery
nursery,حَضَانَة,baby's room;glasshouse;greenhouse
outstretched,مَمْدُود,outstretched
parcel,طَرْد,share;packet;piece of land
profile,مَلَفّ شَخْصِيّ,visibility
winding,مُتَعَرِّج,wind;meander;wrap
zip,يُغْلِقُ بِسَحَّاب,nothing;nada;goose egg
abolish,يُلْغِي,get rid of
amend,يُعَدِّلُ,ameliorate;remediate;better
aspire,يَطْمَحُ,draw a bead on;shoot for;aim
censor,يُرَاقِبُ,ban
charter,مِيثَاق,hire;rent;lease
constitution,دُسْتُور,Constitution of the United States;establishment;composition
cosmopolitan,عَالَمِيّ,cosmopolite;general;world-wide
disseminate,يَنْشُرُ,circulate;broadcast;diffuse
flatter,يُطْرِي,compressed;flat;monotonic
infamous,سَيِّئُ السُّمْعَة,ill-famed;notorious
lame,أَعْرَج,feeble;square;game
limp,يَعْرُجُ,wilted;hitch;gimp
outburst,انْفِجَار,burst;flare-up;gush
pathological,مَرَضِيّ,pathologic;morbid;diseased
phenomenal,هَائِل,phenomenal
poll,اسْتِطْلَاع,poll parrot;public opinion poll;canvass
remorse,نَدَم,compunction;self-reproach
secrecy,سِرِّيَّة,concealment;secretiveness;privacy
tackle,يُعَالِجُ,fishing gear;undertake;harness
trance,غَيْبُوبَة,entrance;enamor;captivate
coward,جَبَان,Sir Noel Pierce Coward;Noel Coward;Coward
delete,يَح��ذِفُ,cancel;blue-pencil;edit
earnest,جَادّ,heartfelt;devout;dear
ethnic,عِرْقِيّ,pagan;heathenish;heathen
exclude,يَسْتَبْعِدُ,turn out;shut out;except
firsthand,مُبَاشِر,at first hand
fluent,طَلِيق,silver;smooth-spoken;facile
imperial,إِمْبَرَاطُورِيّ,purple;royal;imperial beard
inclusive,شَامِل,inclusive
legislature,هَيْئَة تَشْرِيعِيَّة,law-makers;legislative assembly;legislative body
linguistic,لُغَوِيّ,lingual
monolingual,أُحَادِيُّ اللُّغَة,monolingual
nationality,جِنْسِيَّة,nationality
patriot,وَطَنِيّ,nationalist
prosecute,يُقَاضِي,pursue;engage
racial,عُنْصُرِيّ,racial
solemn,وَقُور,grave;sedate;earnest
solidarity,تَضَامُن,solidarity
tact,لَبَاقَة,tactfulness
undermine,يُقَوِّضُ,cave;subvert;counteract
constrain,يُقَيِّدُ,cumber;restrain;tighten
depot,مُسْتَوْدَع,entrepot;store;terminus
emulate,يُحَاكِي,emulate
forefinger,سَبَّابَة,index finger;index
guts,أَمْعَاء,backbone;gumption;catgut
inherent,مُتَأَصِّل,integral;underlying;inbuilt
intimidate,يُخَوِّفُ,restrain
janitor,بَوَّاب,janitor
moist,رَطْب,damp;dampish
nope,لَا,nope
prod,يَحُثُّ,jab;dig;prodding
ransom,فِدْيَة,ransom money;redeem
restrain,يَكْبَحُ,hold;keep back;cumber
saliva,لُعَاب,spit;spittle
spit,يَبْصُقُ,saliva;ptyalize;tongue
sprint,يَرْكُضُ,dash
stunt,حَرَكَة بَهْلَوَانِيَّة,stunt
tolerant,مُتَسَامِح,kind;liberal;patient of
vampire,مَصَّاصُ دِمَاء,lamia
yawn,يَتَثَاءَبُ,gape;oscitance;oscitancy
adjoining,مُجَاوِر,border;butt on;abut
allege,يَدَّعِي,say;aver
arch,قَوْس,archway;implike;patronizing
assemble,يُجَمِّعُ,get together;put together;tack
casualty,ضَحِيَّة,injured party;fatal accident
erect,يُقِيمُ,vertical;set up;upright
foul,كَرِيه,loathly;fetid;afoul
hectare,هِكْتَار,hectare
heighten,يُصَعِّدُ,deepen;rise;raise
hospitality,ضِيَافَة,cordial reception
mansion,قَصْر,mansion house;residence;sign of the zodiac
outnumber,يَفُوقُ عَدَدًا,outnumber
overjoyed,مَسْرُور,overjoy
pasture,مَرْعًى,ley;grass;pastureland
petition,الْتِمَاس,postulation;orison;prayer
renovate,يُجَدِّدُ,revive;quicken;animate
revise,يُرَاجِعُ,rescript;revision;revisal
slab,لَوْح,slab
terrace,شُرْفَة,patio;terrasse;bench
turf,عُشْب,greensward;sward;sod
analogous,مُمَاثِل,correspondent
binoculars,مِنْظَار,field glasses;opera glasses
bulk,حَجْم,bulge;volume;majority
comprise,يَشْمَلُ,constitute;contain;represent
depict,يُصَوِّرُ,picture;render;draw
dual,مُزْدَوَج,double;two-fold;duple
Fahrenheit,فَهْرَنْهَايْت,Gabriel Daniel Fahrenheit
fulfill,يُحَقِّقُ,live up to;carry out;fill
grove,بُسْتَان,woodlet;orchard;plantation
ore,خَام,ore
outback,الْبَرِّيَّة,remote
outweigh,يَفُوقُ,outbalance;preponderate;overbalance
paradox,مُفَارَقَة,paradox
